n,time,nodes,depth,n_solutions_tree,n_total_solutions,nodes_first_solution,depth_first_solution,time_detect,time_binary_search,time_grover
20,0,2375,19,0,0,0,0,0.143772,8.95964,0.00923238
20,0,1429,20,0,0,0,0,0.111356,6.28143,0.00923238
20,0,2185,19,0,0,0,0,0.137718,8.94798,0.00923238
20,0,1151,19,0,0,0,0,0.0999304,6.28143,0.00923238
20,0,1615,18,0,0,0,0,0.118387,6.28143,0.00923238
20,0,1511,20,0,0,0,0,0.114509,6.28143,0.00923238
20,0,2339,19,0,0,0,0,0.142677,8.95964,0.00923238
20,0,3021,20,0,0,0,0,0.162161,8.95964,0.00923238
20,0,2015,19,0,0,0,0,0.132248,6.28143,0.00923238
20,0,2239,20,0,0,0,0,0.13941,8.94798,0.00923238
20,0,1107,19,0,0,0,0,0.0980001,6.28143,0.00923238
20,0,945,20,0,0,0,0,0.0905392,4.3964,0.00923238
20,0,1251,20,0,0,0,0,0.104185,6.28143,0.00923238
20,0,1241,18,0,0,0,0,0.103767,6.28143,0.00923238
20,0,2611,17,0,0,0,0,0.15075,8.95964,0.00923238
20,0,1061,17,0,0,0,0,0.0959405,6.28143,0.00923238
20,0,1145,20,0,0,0,0,0.0996694,6.28143,0.00923238
20,0,619,16,0,0,0,0,0.0731647,4.39067,0.00923238
20,0,2377,19,0,0,0,0,0.143832,8.95964,0.00923238
20,0,1069,19,0,0,0,0,0.0963019,6.28143,0.00923238
20,0,2433,20,0,0,0,0,0.145518,8.95964,0.00923238
20,0,3375,20,0,0,0,0,0.171404,8.95964,0.00923238
21,0,4191,20,0,0,0,0,0.195733,13.704,0.0130566
21,0,3327,20,0,0,0,0,0.174385,9.64043,0.0130566
21,0,1457,18,0,0,0,0,0.115222,6.75881,0.0130566
21,0,1915,20,0,0,0,0,0.132109,6.75881,0.0130566
21,0,909,21,0,0,0,0,0.0909912,4.73061,0.0130566
21,0,1387,19,0,0,0,0,0.112418,6.75881,0.0130566
21,0,1287,21,0,0,0,0,0.108286,6.75881,0.0130566
21,0,2157,21,0,0,0,0,0.140213,9.62788,0.0130566
21,0,1273,20,0,0,0,0,0.107695,6.75881,0.0130566
21,0,1947,21,0,0,0,0,0.133209,6.75881,0.0130566
21,0,2723,19,0,0,0,0,0.157755,9.64043,0.0130566
21,0,2251,20,0,0,0,0,0.143424,9.64043,0.0130566
21,0,3429,21,0,0,0,0,0.177039,9.64043,0.0130566
21,0,797,16,0,0,0,0,0.0851959,4.73061,0.0130566
21,0,1099,18,0,0,0,0,0.100059,6.75881,0.0130566
21,0,1347,15,0,0,0,0,0.110784,6.75881,0.0130566
21,0,1835,20,0,0,0,0,0.129318,6.75881,0.0130566
21,0,2203,17,0,0,0,0,0.141886,9.64043,0.0130566
21,0,1695,19,0,0,0,0,0.124284,6.75881,0.0130566
21,0,3189,21,0,0,0,0,0.170728,9.64043,0.0130566
21,0,1725,19,0,0,0,0,0.125379,6.75881,0.0130566
21,0,1475,21,0,0,0,0,0.115932,6.75881,0.0130566
21,0,3655,21,0,0,0,0,0.182783,9.64043,0.0130566
21,0,2413,19,0,0,0,0,0.148499,9.64043,0.0130566
21,0,1469,20,0,0,0,0,0.115696,6.75881,0.0130566
21,0,1737,20,0,0,0,0,0.125815,6.75881,0.0130566
21,0,2733,18,0,0,0,0,0.158045,9.64043,0.0130566
21,0,1929,19,0,0,0,0,0.132591,6.75881,0.0130566
21,0,1629,17,0,0,0,0,0.121838,6.75881,0.0130566
21,0,1945,21,0,0,0,0,0.13314,6.75881,0.0130566
22,0,2273,22,0,0,0,0,0.147518,10.3376,0.0184648
22,0,2941,21,0,0,0,0,0.167812,10.3376,0.0184648
22,0,2515,19,0,0,0,0,0.155176,10.3376,0.0184648
22,0,1109,21,0,0,0,0,0.102881,7.24772,0.0184648
22,0,2981,21,0,0,0,0,0.16895,10.3376,0.0184648
22,0,1723,19,0,0,0,0,0.128257,7.24772,0.0184648
22,0,993,20,0,0,0,0,0.0973467,5.07289,0.0184648
22,0,3659,22,0,0,0,0,0.187189,10.3376,0.0184648
22,0,3221,21,0,0,0,0,0.175623,10.3376,0.0184648
22,0,1583,18,0,0,0,0,0.122933,7.24772,0.0184648
22,0,3817,21,0,0,0,0,0.19119,10.3376,0.0184648
22,0,1599,19,0,0,0,0,0.123553,7.24772,0.0184648
22,0,3011,21,0,0,0,0,0.169798,10.3376,0.0184648
22,0,3369,22,0,0,0,0,0.179614,10.3376,0.0184648
22,0,1239,17,0,0,0,0,0.108748,7.24772,0.0184648
22,0,2333,22,0,0,0,0,0.149453,10.3376,0.0184648
22,0,3375,21,0,0,0,0,0.179774,10.3376,0.0184648
22,0,4447,22,0,0,0,0,0.206372,14.6949,0.0184648
22,0,1417,22,0,0,0,0,0.116304,7.24772,0.0184648
22,0,2523,20,0,0,0,0,0.155423,10.3376,0.0184648
22,0,2299,21,0,0,0,0,0.148359,10.3376,0.0184648
22,0,2497,22,0,0,0,0,0.15462,10.3376,0.0184648
22,0,3663,20,0,0,0,0,0.187291,10.3376,0.0184648
22,0,1809,21,0,0,0,0,0.131422,7.24772,0.0184648
22,0,1411,16,0,0,0,0,0.116057,7.24772,0.0184648
22,0,2163,18,0,0,0,0,0.143902,10.3376,0.0184648
22,0,3489,22,0,0,0,0,0.182787,10.3376,0.0184648
22,0,2877,22,0,0,0,0,0.165975,10.3376,0.0184648
22,0,3817,22,0,0,0,0,0.19119,10.3376,0.0184648
22,0,5379,21,0,0,0,0,0.226979,14.6949,0.0184648
23,0,3459,22,0,0,0,0,0.186091,11.0509,0.0261131
23,0,1773,22,0,0,0,0,0.133032,7.74789,0.0261131
23,0,3081,22,0,0,0,0,0.175624,11.0509,0.0261131
23,0,5389,22,0,0,0,0,0.232298,15.7087,0.0261131
23,0,3679,21,0,0,0,0,0.19192,11.0509,0.0261131
23,0,5913,22,0,0,0,0,0.243334,15.7087,0.0261131
23,0,2737,20,0,0,0,0,0.165524,11.0509,0.0261131
23,0,3185,19,0,0,0,0,0.178565,11.0509,0.0261131
23,0,2897,23,0,0,0,0,0.170296,11.0509,0.0261131
23,0,1495,22,0,0,0,0,0.122151,7.74789,0.0261131
23,0,2417,20,0,0,0,0,0.155542,11.0509,0.0261131
23,0,6111,23,0,0,0,0,0.247376,15.7087,0.0261131
23,0,3949,23,0,0,0,0,0.198841,11.0509,0.0261131
23,0,2419,20,0,0,0,0,0.155607,11.0509,0.0261131
23,0,4899,19,0,0,0,0,0.221481,15.7087,0.0261131
23,0,1881,17,0,0,0,0,0.137027,7.74789,0.0261131
23,0,3489,20,0,0,0,0,0.186897,11.0509,0.0261131
23,0,2049,22,0,0,0,0,0.143206,11.0509,0.0261131
23,0,5183,21,0,0,0,0,0.227813,15.7087,0.0261131
23,0,2621,22,0,0,0,0,0.161977,11.0509,0.0261131
23,0,2457,23,0,0,0,0,0.156825,11.0509,0.0261131
23,0,2293,19,0,0,0,0,0.151498,11.0509,0.0261131
23,0,2345,22,0,0,0,0,0.153207,11.0509,0.0261131
23,0,4233,23,0,0,0,0,0.20587,15.7087,0.0261131
23,0,5931,23,0,0,0,0,0.243704,15.7087,0.0261131
23,0,4049,23,0,0,0,0,0.201344,11.0509,0.0261131
23,0,1973,20,0,0,0,0,0.14034,7.74789,0.0261131
23,0,1241,21,0,0,0,0,0.111284,7.74789,0.0261131
23,0,3225,21,0,0,0,0,0.179683,11.0509,0.0261131
23,0,3751,21,0,0,0,0,0.19379,11.0509,0.0261131
24,0,3393,23,0,0,0,0,0.188272,11.7799,0.0369295
24,0,4475,23,0,0,0,0,0.216231,16.7447,0.0369295
24,0,3231,23,0,0,0,0,0.183721,11.7799,0.0369295
24,0,7811,24,0,0,0,0,0.286076,16.7665,0.0369295
24,0,9685,24,0,0,0,0,0.31856,23.7979,0.0369295
24,0,4889,20,0,0,0,0,0.226015,16.7447,0.0369295
24,0,4133,23,0,0,0,0,0.2078,16.7447,0.0369295
24,0,6363,22,0,0,0,0,0.258193,16.7665,0.0369295
24,0,1473,20,0,0,0,0,0.123858,8.25908,0.0369295
24,0,3405,23,0,0,0,0,0.188605,11.7799,0.0369295
24,0,6483,22,0,0,0,0,0.260617,16.7665,0.0369295
24,0,2683,23,0,0,0,0,0.167409,11.7799,0.0369295
24,0,4395,21,0,0,0,0,0.214288,16.7447,0.0369295
24,0,9123,23,0,0,0,0,0.309177,23.7979,0.0369295
24,0,5741,24,0,0,0,0,0.244926,16.7447,0.0369295
24,0,2415,23,0,0,0,0,0.158824,11.7799,0.0369295
24,0,4397,21,0,0,0,0,0.214337,16.7447,0.0369295
24,0,2177,18,0,0,0,0,0.15079,11.7799,0.0369295
24,0,4343,22,0,0,0,0,0.213016,16.7447,0.0369295
24,0,6511,23,0,0,0,0,0.26118,16.7665,0.0369295
24,0,3255,21,0,0,0,0,0.184402,11.7799,0.0369295
24,0,3041,21,0,0,0,0,0.178234,11.7799,0.0369295
24,0,3535,21,0,0,0,0,0.192173,11.7799,0.0369295
24,0,2243,21,0,0,0,0,0.15306,11.7799,0.0369295
24,0,2459,22,0,0,0,0,0.160265,11.7799,0.0369295
24,0,6589,23,0,0,0,0,0.26274,16.7665,0.0369295
24,0,3915,24,0,0,0,0,0.202243,11.7799,0.0369295
24,0,10753,24,0,0,0,0,0.33567,23.7979,0.0369295
24,0,3657,23,0,0,0,0,0.195463,11.7799,0.0369295
24,0,4517,23,0,0,0,0,0.217243,16.7447,0.0369295
25,0,1931,22,0,0,0,0,0.14494,8.7925,0.0522263
25,0,6599,24,0,0,0,0,0.268363,17.8258,0.0522263
25,0,2579,21,0,0,0,0,0.167517,12.5242,0.0522263
25,0,7961,22,0,0,0,0,0.294768,17.8258,0.0522263
25,0,4461,21,0,0,0,0,0.220346,17.8026,0.0522263
25,0,2263,21,0,0,0,0,0.156914,12.5242,0.0522263
25,0,4153,25,0,0,0,0,0.2126,17.8026,0.0522263
25,0,8409,22,0,0,0,0,0.302951,25.3012,0.0522263
25,0,12089,24,0,0,0,0,0.363259,25.3012,0.0522263
25,0,11817,25,0,0,0,0,0.359148,25.3012,0.0522263
25,0,3053,24,0,0,0,0,0.18227,12.5242,0.0522263
25,0,4891,23,0,0,0,0,0.230725,17.8026,0.0522263
25,0,6931,21,0,0,0,0,0.275033,17.8258,0.0522263
25,0,4763,25,0,0,0,0,0.227685,17.8026,0.0522263
25,0,2677,21,0,0,0,0,0.170672,12.5242,0.0522263
25,0,1823,19,0,0,0,0,0.140643,8.78106,0.0522263
25,0,8503,24,0,0,0,0,0.30464,25.3012,0.0522263
25,0,3277,24,0,0,0,0,0.188842,12.5242,0.0522263
25,0,4091,23,0,0,0,0,0.211006,12.5242,0.0522263
25,0,5119,23,0,0,0,0,0.236044,17.8026,0.0522263
25,0,5925,21,0,0,0,0,0.253954,17.8026,0.0522263
25,0,11285,22,0,0,0,0,0.350969,25.3012,0.0522263
25,0,2931,24,0,0,0,0,0.178589,12.5242,0.0522263
25,0,8389,23,0,0,0,0,0.30259,25.3012,0.0522263
25,0,2523,25,0,0,0,0,0.165687,12.5242,0.0522263
25,0,5155,25,0,0,0,0,0.236872,17.8026,0.0522263
25,0,6575,20,0,0,0,0,0.267875,17.8258,0.0522263
25,0,3419,22,0,0,0,0,0.192891,12.5242,0.0522263
25,0,2929,24,0,0,0,0,0.178528,12.5242,0.0522263
25,0,9575,24,0,0,0,0,0.323279,25.3012,0.0522263
26,0,5247,23,0,0,0,0,0.243712,18.8819,0.0738591
26,0,9827,22,0,0,0,0,0.333994,26.8349,0.0738591
26,0,5729,21,0,0,0,0,0.254664,18.8819,0.0738591
26,0,18081,24,0,0,0,0,0.453075,38.0483,0.0738591
26,0,7451,25,0,0,0,0,0.290816,18.9065,0.0738591
26,0,4327,24,0,0,0,0,0.221309,18.8819,0.0738591
26,0,5655,22,0,0,0,0,0.253013,18.8819,0.0738591
26,0,9485,23,0,0,0,0,0.32813,26.8349,0.0738591
26,0,10873,26,0,0,0,0,0.351325,26.8349,0.0738591
26,0,8383,25,0,0,0,0,0.308474,26.8349,0.0738591
26,0,9601,25,0,0,0,0,0.33013,26.8349,0.0738591
26,0,7667,23,0,0,0,0,0.295003,18.9065,0.0738591
26,0,9063,23,0,0,0,0,0.320745,26.8349,0.0738591
26,0,5003,23,0,0,0,0,0.237976,18.8819,0.0738591
26,0,9919,25,0,0,0,0,0.335555,26.8349,0.0738591
26,0,4693,25,0,0,0,0,0.230482,18.8819,0.0738591
26,0,5633,26,0,0,0,0,0.252521,18.8819,0.0738591
26,0,8033,23,0,0,0,0,0.301964,18.9065,0.0738591
26,0,6835,25,0,0,0,0,0.278532,18.9065,0.0738591
26,0,6209,25,0,0,0,0,0.265467,18.9065,0.0738591
26,0,5107,24,0,0,0,0,0.240437,18.8819,0.0738591
26,0,6823,26,0,0,0,0,0.278287,18.9065,0.0738591
26,0,9549,24,0,0,0,0,0.329235,26.8349,0.0738591
26,0,9229,23,0,0,0,0,0.32367,26.8349,0.0738591
26,0,4539,25,0,0,0,0,0.226668,18.8819,0.0738591
26,0,6621,26,0,0,0,0,0.274136,18.9065,0.0738591
26,0,3135,23,0,0,0,0,0.188362,13.2836,0.0738591
26,0,6269,23,0,0,0,0,0.266747,18.9065,0.0738591
26,0,5141,23,0,0,0,0,0.241237,18.8819,0.0738591
26,0,3495,26,0,0,0,0,0.198889,13.2836,0.0738591
27,0,9317,26,0,0,0,0,0.331407,28.3985,0.104453
27,0,9663,26,0,0,0,0,0.337506,28.3985,0.104453
27,0,7501,24,0,0,0,0,0.297351,20.0082,0.104453
27,0,4079,25,0,0,0,0,0.218966,14.0578,0.104453
27,0,7303,23,0,0,0,0,0.293399,20.0082,0.104453
27,0,5847,23,0,0,0,0,0.262518,20.0082,0.104453
27,0,5703,24,0,0,0,0,0.259264,20.0082,0.104453
27,0,4337,21,0,0,0,0,0.225787,19.9822,0.104453
27,0,14083,27,0,0,0,0,0.407467,28.3985,0.104453
27,0,4607,26,0,0,0,0,0.232712,19.9822,0.104453
27,0,6423,26,0,0,0,0,0.275149,20.0082,0.104453
27,0,1977,25,0,0,0,0,0.152415,9.86934,0.104453
27,0,4845,25,0,0,0,0,0.238649,19.9822,0.104453
27,0,6307,26,0,0,0,0,0.272653,20.0082,0.104453
27,0,9763,24,0,0,0,0,0.339248,28.3985,0.104453
27,0,12045,27,0,0,0,0,0.376826,28.3985,0.104453
27,0,9405,25,0,0,0,0,0.332968,28.3985,0.104453
27,0,8995,25,0,0,0,0,0.325628,28.3985,0.104453
27,0,7575,23,0,0,0,0,0.298815,20.0082,0.104453
27,0,12441,27,0,0,0,0,0.382971,28.3985,0.104453
27,0,8771,25,0,0,0,0,0.321547,28.3985,0.104453
27,0,10319,26,0,0,0,0,0.348777,28.3985,0.104453
27,0,9481,25,0,0,0,0,0.334311,28.3985,0.104453
27,0,13513,27,0,0,0,0,0.399134,28.3985,0.104453
27,0,10121,25,0,0,0,0,0.345414,28.3985,0.104453
27,0,13235,27,0,0,0,0,0.395006,28.3985,0.104453
27,0,5469,26,0,0,0,0,0.253558,19.9822,0.104453
27,0,25361,25,0,0,0,0,0.54754,40.3174,0.104453
27,0,11235,26,0,0,0,0,0.363932,28.3985,0.104453
27,0,4787,24,0,0,0,0,0.237216,19.9822,0.104453
28,0,4659,25,0,0,0,0,0.238318,21.1031,0.147718
28,0,13351,28,0,0,0,0,0.404015,29.9912,0.147718
28,0,6981,25,0,0,0,0,0.292121,21.1305,0.147718
28,0,16415,28,0,0,0,0,0.447992,42.5232,0.147718
28,0,10133,27,0,0,0,0,0.351962,29.9912,0.147718
28,0,17691,28,0,0,0,0,0.465082,42.5232,0.147718
28,0,10853,26,0,0,0,0,0.364255,29.9912,0.147718
28,0,23681,28,0,0,0,0,0.538802,42.5785,0.147718
28,0,5471,24,0,0,0,0,0.258596,21.1305,0.147718
28,0,8109,27,0,0,0,0,0.314846,21.1305,0.147718
28,0,16759,24,0,0,0,0,0.452663,42.5232,0.147718
28,0,20327,27,0,0,0,0,0.499183,42.5785,0.147718
28,0,2657,21,0,0,0,0,0.179951,14.8465,0.147718
28,0,11575,25,0,0,0,0,0.376179,29.9912,0.147718
28,0,7397,28,0,0,0,0,0.300702,21.1305,0.147718
28,0,11023,25,0,0,0,0,0.367097,29.9912,0.147718
28,0,4425,24,0,0,0,0,0.232254,21.1031,0.147718
28,0,17141,27,0,0,0,0,0.457794,42.5232,0.147718
28,0,14939,27,0,0,0,0,0.427373,29.9912,0.147718
28,0,29645,27,0,0,0,0,0.602854,42.5785,0.147718
28,0,6855,25,0,0,0,0,0.289472,21.1305,0.147718
28,0,9961,27,0,0,0,0,0.348961,29.9912,0.147718
28,0,6715,25,0,0,0,0,0.2865,21.1305,0.147718
28,0,10633,25,0,0,0,0,0.360543,29.9912,0.147718
28,0,18191,26,0,0,0,0,0.472223,42.5785,0.147718
28,0,8277,28,0,0,0,0,0.318091,29.9912,0.147718
28,0,11879,27,0,0,0,0,0.381088,29.9912,0.147718
28,0,7125,25,0,0,0,0,0.29512,21.1305,0.147718
28,0,7083,23,0,0,0,0,0.294248,21.1305,0.147718
28,0,8161,27,0,0,0,0,0.315854,21.1305,0.147718
29,0,20707,26,0,0,0,0,0.512748,44.8803,0.208905
29,0,12265,27,0,0,0,0,0.394087,31.6128,0.208905
29,0,17021,27,0,0,0,0,0.464265,44.822,0.208905
29,0,16371,28,0,0,0,0,0.455312,31.6128,0.208905
29,0,16835,29,0,0,0,0,0.461721,44.822,0.208905
29,0,10613,25,0,0,0,0,0.366581,31.6128,0.208905
29,0,36701,28,0,0,0,0,0.682657,63.5864,0.208905
29,0,19861,29,0,0,0,0,0.502162,44.8803,0.208905
29,0,23073,28,0,0,0,0,0.541254,44.8803,0.208905
29,0,33723,27,0,0,0,0,0.654372,63.5864,0.208905
29,0,15857,28,0,0,0,0,0.448106,31.6128,0.208905
29,0,6267,23,0,0,0,0,0.281676,22.2731,0.208905
29,0,11787,29,0,0,0,0,0.38633,31.6128,0.208905
29,0,22575,27,0,0,0,0,0.53538,44.8803,0.208905
29,0,17937,27,0,0,0,0,0.477216,44.8803,0.208905
29,0,6085,21,0,0,0,0,0.277554,22.2731,0.208905
29,0,22097,28,0,0,0,0,0.529681,44.8803,0.208905
29,0,20209,25,0,0,0,0,0.506543,44.8803,0.208905
29,0,7133,28,0,0,0,0,0.300514,22.2731,0.208905
29,0,38751,28,0,0,0,0,0.701466,63.5864,0.208905
29,0,27933,29,0,0,0,0,0.595545,44.8803,0.208905
29,0,17043,29,0,0,0,0,0.464565,44.822,0.208905
29,0,9205,26,0,0,0,0,0.341394,31.6128,0.208905
29,0,13771,29,0,0,0,0,0.417587,31.6128,0.208905
29,0,19317,27,0,0,0,0,0.495236,44.8803,0.208905
29,0,29743,29,0,0,0,0,0.61454,44.8803,0.208905
29,0,16579,25,0,0,0,0,0.458196,44.822,0.208905
29,0,4157,26,0,0,0,0,0.229094,22.2442,0.208905
29,0,12587,28,0,0,0,0,0.399228,31.6128,0.208905
29,0,20647,27,0,0,0,0,0.512004,44.8803,0.208905
30,0,8595,28,0,0,0,0,0.335526,33.2625,0.316539
30,0,52451,29,0,0,0,0,0.830065,66.9043,0.316539
30,0,11719,28,0,0,0,0,0.3918,33.2625,0.316539
30,0,25241,29,0,0,0,0,0.575796,47.2222,0.316539
30,0,8747,27,0,0,0,0,0.338481,33.2625,0.316539
30,0,14353,29,0,0,0,0,0.433611,33.2625,0.316539
30,0,12603,27,0,0,0,0,0.406312,33.2625,0.316539
30,0,14245,25,0,0,0,0,0.431976,33.2625,0.316539
30,0,20405,27,0,0,0,0,0.517697,47.2222,0.316539
30,0,13303,28,0,0,0,0,0.417446,33.2625,0.316539
30,0,11467,25,0,0,0,0,0.387564,33.2625,0.316539
30,0,17227,30,0,0,0,0,0.47567,47.2222,0.316539
30,0,26253,30,0,0,0,0,0.587227,47.2222,0.316539
30,0,13803,28,0,0,0,0,0.42522,33.2625,0.316539
30,0,9675,23,0,0,0,0,0.355988,33.2625,0.316539
30,0,51359,29,0,0,0,0,0.821378,66.9043,0.316539
30,0,28753,30,0,0,0,0,0.614555,47.2222,0.316539
30,0,11353,29,0,0,0,0,0.385632,33.2625,0.316539
30,0,11923,30,0,0,0,0,0.395197,33.2625,0.316539
30,0,20883,28,0,0,0,0,0.523727,47.2222,0.316539
30,0,31917,29,0,0,0,0,0.647491,47.2222,0.316539
30,0,17343,29,0,0,0,0,0.477269,47.2222,0.316539
30,0,12247,23,0,0,0,0,0.400531,33.2625,0.316539
30,0,14113,30,0,0,0,0,0.42997,33.2625,0.316539
30,0,9127,29,0,0,0,0,0.345757,33.2625,0.316539
30,0,16283,28,0,0,0,0,0.461851,33.2625,0.316539
30,0,46309,29,0,0,0,0,0.779947,66.9043,0.316539
30,0,32565,30,0,0,0,0,0.654031,47.2222,0.316539
30,0,14483,28,0,0,0,0,0.435571,33.2625,0.316539
30,0,9073,26,0,0,0,0,0.344732,33.2625,0.316539
